nama_usaha,laba,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,tahun_berdiri,status_legalitas,marketplace,kapasitas_produksi,aset,omset,biaya_karyawan,jumlah_pelanggan,Cluster_KMeans_cat_a,Cluster_KMeans_cat_b,CrossCluster,klas_laba
UD. Zain Gita,16551217.0,1.0,87.0,22.0,2006.0,1.0,3.0,682.0,8822195.0,25373412.0,327000000.0,682.0,1,1,11,untung
UD. Qomar Putri,37400241.0,4.0,70.0,94.0,2007.0,0.0,3.0,328.0,2622124.0,40022365.0,492000000.0,328.0,1,0,10,untung
UD. Putra Merdeka,35140462.0,1.0,17.0,34.0,2007.0,0.0,2.0,475.0,1626036.0,36766498.0,153000000.0,475.0,1,0,10,untung
UD. Carissa Mahendra,17648534.0,1.0,5.0,58.0,2012.0,0.0,2.0,166.0,6399485.0,24048019.0,189000000.0,166.0,0,1,1,untung
UD. Kamil Mandala,40653039.0,2.0,21.0,93.0,2010.2,1.0,2.0,279.0,8169868.0,48822907.0,342000000.0,279.0,1,1,11,untung
UD. Erlin Karya,4736906.0,1.0,87.0,77.0,2003.0,1.0,4.0,823.0,7244839.0,11981745.0,492000000.0,823.0,1,1,11,untung
UD. Jodi Sudharmo,8087074.0,4.0,34.0,54.0,2023.0,0.0,3.0,631.0,3491029.0,12135959.0,264000000.0,631.0,0,0,0,untung
UD. Pandu Jayawarsa,33613715.0,4.0,31.0,27.0,2018.0,0.0,1.0,890.0,7110414.0,40724129.0,174000000.0,890.0,0,1,1,untung
UD. Pipit Tirtayasa,10062091.0,1.0,17.0,77.0,2008.0,0.0,4.0,349.0,673240.0,10735331.0,282000000.0,349.0,1,0,10,untung
UD. Damar Kusen,20186506.0,1.0,21.0,84.0,2016.0,1.0,0.0,246.0,1545859.0,21732365.0,315000000.0,246.0,0,0,0,untung
UD. Cinta Terang,1657309.0,1.0,36.0,47.0,2009.0,1.0,0.0,733.0,2087104.0,3744413.0,249000000.0,733.0,1,0,10,untung
UD. Pasha Saprahan,4345450.0,2.0,29.0,18.0,2023.0,1.0,1.0,624.0,8752614.0,13098064.0,141000000.0,624.0,0,1,1,untung
UD. Wenny Saputra,-793481.0,1.0,32.0,15.0,2008.0,1.0,2.0,521.0,2228586.0,1435105.0,141000000.0,521.0,1,0,10,rugi
UD. Winda Reswara,43834793.0,1.0,44.0,38.0,2011.0,1.0,1.0,156.0,5276962.0,49111755.0,246000000.0,156.0,1,0,10,untung
UD. Salsa Segar,18581677.0,2.0,38.0,98.0,2006.0,1.0,4.0,641.0,4463843.0,21789057.2,408000000.0,641.0,1,0,10,untung
UD. Umi Prima,13752326.0,4.0,86.0,66.0,2002.0,1.0,1.0,172.0,8293374.0,22045700.0,456000000.0,172.0,1,1,11,untung
UD. Zara Sudarsana,25962170.0,5.0,65.0,4.0,2017.0,1.0,4.0,16.0,7159447.0,33121617.0,207000000.0,16.0,0,1,1,untung
UD. Prananda Cendana,34324368.0,2.0,8.0,36.0,2014.0,1.0,2.0,674.0,1912244.0,36236612.0,132000000.0,674.0,0,0,0,untung
UD. Maudy Prawira,32942491.0,1.0,85.0,25.0,2023.0,1.0,0.0,544.0,2445599.0,35388090.0,330000000.0,544.0,0,0,0,untung
UD. Wahyu Swargaloka,35029403.0,1.0,60.0,91.0,2006.0,0.0,0.0,827.0,5561775.0,40591178.0,453000000.0,827.0,1,1,11,untung
UD. Kirana Sukadarma,35151881.0,5.0,0.0,27.0,2013.4,1.0,2.0,562.0,3952187.0,39104068.0,81000000.0,562.0,0,0,0,untung
UD. Rendi Arsana,23526209.0,4.0,52.0,76.0,2012.0,1.0,2.0,670.0,7224772.0,30750981.0,384000000.0,670.0,1,1,11,untung
UD. Lidya Artha,8142994.0,2.0,73.0,54.0,2007.0,0.0,0.0,819.0,7794949.0,14310267.6,381000000.0,819.0,1,1,11,untung
UD. Kiki Ceria,33266087.0,1.0,95.0,25.0,2014.0,1.0,1.0,222.0,7591738.0,40857825.0,360000000.0,222.0,0,1,1,untung
UD. Verdi Nirmala,3767147.0,1.0,45.0,33.0,2020.0,0.0,0.8,217.0,9452853.0,13220000.0,234000000.0,217.0,0,1,1,untung
UD. Gracia Nirbayu,18624131.0,4.0,6.0,67.0,2020.0,1.0,1.0,160.0,9819809.0,28443940.0,219000000.0,160.0,0,1,1,untung
UD. Evan Pagi,20001177.0,5.0,73.0,85.0,2024.0,1.0,3.0,118.0,7863473.0,27864650.0,474000000.0,118.0,0,1,1,untung
UD. Rafa Pelangi,41828806.0,4.0,43.0,96.0,2004.0,0.0,2.0,638.0,6936991.0,48765797.0,417000000.0,638.0,1,1,11,untung
UD. Ilham Adhi,7643311.0,1.0,44.0,6.0,2024.0,1.0,3.0,28.0,4898804.0,12542115.0,150000000.0,28.0,0,0,0,untung
UD. Hanaura Jatiwangi,35933166.0,2.0,79.0,72.0,2008.0,0.0,4.0,986.0,4181029.0,40114195.0,453000000.0,986.0,1,0,10,untung
UD. Lono Harapan,47548887.0,2.0,87.0,84.0,2010.0,1.0,4.0,504.0,631258.0,48180145.0,513000000.0,504.0,1,0,10,untung
UD. Vito Bersemi,9735846.0,5.0,3.0,80.0,2021.0,1.0,4.0,73.0,2464795.0,12200641.0,249000000.0,73.0,0,0,0,untung
UD. Prita Sahaja Hana,2266641.0,2.0,43.0,33.0,2003.0,1.0,1.0,273.0,5291423.0,7558064.0,228000000.0,273.0,1,1,11,untung
UD. Kinan Anugerah,34709884.0,2.0,18.0,44.0,2024.0,1.0,4.0,817.0,520050.0,35229934.0,186000000.0,817.0,0,0,0,untung
UD. Poppy Tirta,1581807.0,5.0,64.0,43.0,2002.0,0.0,0.0,183.0,4400861.0,5982668.0,321000000.0,183.0,1,0,10,untung
UD. Anisa Sudarsana,37179783.0,5.0,24.0,4.0,2003.0,1.0,1.0,781.0,6044981.0,43224764.0,84000000.0,781.0,1,1,11,untung
UD. Nando Elok,35752604.0,4.0,18.0,44.0,2024.0,1.0,2.0,553.0,3255045.0,39007649.0,186000000.0,553.0,0,0,0,untung
UD. Zaki Pramana,25615285.0,4.0,63.0,39.0,2022.0,1.0,4.0,731.0,7402427.0,33017712.0,306000000.0,731.0,0,1,1,untung
UD. Jay Bratadikara,25747734.0,4.0,46.0,73.0,2024.0,1.0,1.0,830.0,2425488.8,27301931.0,357000000.0,830.0,0,0,0,untung
UD. Nando Gunawan,8825082.0,1.0,90.0,24.0,2004.0,1.0,4.0,413.0,5876117.0,14701199.0,342000000.0,413.0,1,1,11,untung
UD. Intan Trisaktiatma,8542368.0,4.0,25.0,9.0,2004.0,0.0,4.0,85.0,7381862.0,15924230.0,102000000.0,85.0,1,1,11,untung
UD. Gani Jaladara Salsa,-3281120.0,1.0,98.0,35.0,2009.0,1.0,1.0,115.0,6979206.0,3698086.0,399000000.0,115.0,1,1,11,rugi
UD. Zidan Sentosa,15890110.0,1.0,43.0,43.0,2004.0,0.0,1.0,233.0,1989391.0,17879501.0,258000000.0,233.0,1,0,10,untung
UD. Hanaura Wijapranata,17808348.0,1.0,82.0,20.0,2011.0,0.0,1.0,330.0,7148815.0,24957163.0,306000000.0,330.0,1,1,11,untung
UD. Qisha Saputra,8232266.0,4.0,79.0,76.0,2003.0,0.0,0.0,576.0,1057335.0,10259385.4,465000000.0,576.0,1,0,10,untung
UD. Romi Galang Oki,42140576.0,4.0,27.0,82.0,2014.2,1.0,2.0,33.0,1973803.0,44114379.0,327000000.0,33.0,0,0,0,untung
UD. Lina Lintang,36268806.0,5.0,53.0,20.0,2004.0,0.0,3.0,343.0,7729271.0,43998077.0,219000000.0,343.0,1,1,11,untung
UD. Alif Galang,-2030177.0,1.0,52.0,38.0,2015.0,0.0,2.0,666.0,4368768.0,2338591.0,270000000.0,666.0,0,0,0,rugi
UD. Lutfi Gita,43622076.0,1.0,46.0,93.0,2014.0,1.0,0.0,57.0,919744.0,44541820.0,417000000.0,57.0,0,0,0,untung
UD. Wenny Wibawa,5121081.0,4.0,72.0,75.0,2016.0,0.0,0.0,855.0,8473942.0,13595023.0,441000000.0,855.0,0,1,1,untung
UD. Zidan Sukma Gema,22068703.0,5.0,39.0,41.0,2005.0,1.0,0.0,231.0,5006964.0,27075667.0,240000000.0,231.0,1,0,10,untung
UD. Romi Tirta,3575938.0,4.0,49.0,37.0,2014.0,1.0,2.0,131.0,5481444.0,9057382.0,258000000.0,131.0,0,1,1,untung
UD. Erlin Lintang,37548364.0,2.0,16.0,35.0,2007.0,0.0,0.0,786.0,6916872.0,44465236.0,57000000.0,786.0,1,1,11,untung
UD. Yasir Lempung,6351068.0,4.0,64.0,87.0,2003.0,1.0,0.0,707.0,4930331.0,11281399.0,453000000.0,707.0,1,0,10,untung
UD. Odie Sakti,48029267.0,5.0,79.0,45.0,2004.0,0.0,1.6,643.0,1180923.0,49210190.0,372000000.0,643.0,1,0,10,untung
UD. Kanza Sakti Santi,28498280.0,1.0,90.0,44.0,2002.0,1.0,1.0,68.0,3089532.4,30281131.0,402000000.0,68.0,1,0,10,untung
UD. Cahya Panji,11959397.0,1.0,0.0,94.0,2010.0,1.0,2.0,432.0,7854637.0,19814034.0,282000000.0,432.0,1,1,11,untung
UD. Uchie Buana Sekar,25808150.0,5.0,53.0,53.0,2024.0,0.0,2.0,467.0,7196067.0,33004217.0,318000000.0,467.0,0,1,1,untung
UD. Erlin Adiwarna,43089125.0,1.0,70.0,88.0,2018.0,1.0,4.0,711.0,811191.0,43900316.0,474000000.0,711.0,0,0,0,untung
UD. Khayla Tengah,30973709.0,5.0,24.0,18.0,2016.0,1.0,3.0,371.0,8265027.0,39238736.0,126000000.0,371.0,0,1,1,untung
UD. Eni Satya,45598555.2,1.0,96.0,17.0,2020.0,1.0,0.0,442.0,1370023.0,47726308.0,339000000.0,442.0,0,0,0,untung
UD. Daffa Kawiswara Yani,31223363.0,1.0,67.0,37.0,2001.0,1.0,3.0,530.0,2116737.0,33340100.0,312000000.0,530.0,1,0,10,untung
UD. Syifa Kusuma,33737237.0,4.0,27.0,17.0,2012.0,1.0,4.0,37.0,1824628.8,34903922.0,132000000.0,37.0,0,0,0,untung
UD. Ina Anggrek Oki,34747861.0,4.0,38.0,54.0,2013.0,0.0,0.0,853.0,6376947.0,41124808.0,276000000.0,853.0,0,1,1,untung
UD. Chika Abadi Ari,26707481.0,5.0,22.0,87.0,2010.0,1.0,3.0,359.2,7860785.0,34568266.0,327000000.0,52.0,1,1,11,untung
UD. Echa Tengah,28310587.0,1.0,92.0,46.0,2010.0,0.0,4.0,307.0,7811379.0,36121966.0,414000000.0,307.0,1,1,11,untung
UD. Novi Indah,9019423.0,2.0,48.0,4.0,2012.0,0.0,1.0,231.0,7407597.0,16427020.0,102000000.0,231.0,0,1,1,untung
UD. Qamar Pancasila Ojan,22910955.0,1.0,58.0,26.0,2010.0,1.0,1.0,969.0,8344614.0,31255569.0,252000000.0,969.0,1,1,11,untung
UD. Inten Sidarta,24186897.0,5.0,71.0,22.0,2010.0,1.0,4.0,238.0,9765360.0,33952257.0,279000000.0,238.0,1,1,11,untung
UD. Lono Gita,5538113.0,4.0,84.0,4.0,2001.0,1.0,1.0,841.0,2474244.0,8012357.0,264000000.0,841.0,1,0,10,untung
UD. Prananda Saputra,23804724.0,2.0,65.0,8.0,2006.0,1.0,2.0,25.0,798624.0,24603348.0,219000000.0,25.0,1,0,10,untung
UD. Jasmin Tirtaatmaja,3295889.0,2.0,87.0,70.0,2001.0,0.0,0.0,93.0,1246350.0,4542239.0,471000000.0,93.0,1,0,10,untung
UD. Uchie Wicaksana,11035871.0,4.0,1.0,0.0,2006.0,0.0,4.0,579.0,2175560.0,13211431.0,3000000.0,579.0,1,0,10,untung
UD. Erlangga Mandala,-2463749.0,1.0,27.0,75.0,2010.0,0.0,2.0,650.0,6378139.0,3914390.0,306000000.0,650.0,1,1,11,rugi
UD. Hanafi Galuh,42426285.0,5.0,17.0,36.0,2013.6,1.0,3.0,891.0,6690300.0,49116585.0,159000000.0,891.0,0,1,1,untung
UD. Umi Prabawa,13166927.0,2.0,53.0,26.0,2008.0,0.0,0.0,440.0,1536242.0,14703169.0,237000000.0,440.0,1,0,10,untung
UD. Rian Bintang,36272148.0,5.0,25.0,90.0,2005.0,0.0,0.0,593.0,6311040.0,42583188.0,345000000.0,593.0,1,1,11,untung
UD. Yusuf Wiraatmaja,24997867.0,5.0,8.0,37.0,2023.0,1.0,3.0,915.0,3562886.0,28560753.0,135000000.0,915.0,0,0,0,untung
UD. Fira Indah Tania,3357558.0,4.0,38.0,58.0,2005.0,1.0,0.0,282.0,7893603.0,11251161.0,288000000.0,282.0,1,1,11,untung
UD. Satria Gunawan,6163113.0,1.0,74.0,41.0,2017.0,1.0,4.0,927.0,4752706.0,10915819.0,345000000.0,927.0,0,0,0,untung
UD. Wenny Maju Tono,16455387.0,2.0,52.0,71.0,2020.0,1.0,2.0,717.0,8418250.0,24873637.0,369000000.0,717.0,0,1,1,untung
UD. Opik Taruna,26217506.0,2.0,5.0,79.0,2003.0,0.0,3.0,918.0,3828769.0,30046275.0,252000000.0,918.0,1,0,10,untung
UD. Poppy Tengah,27703969.0,4.0,36.0,20.0,2023.0,1.0,0.0,574.0,2179731.0,29727034.8,168000000.0,574.0,0,0,0,untung
UD. Candra Asmaralaya,10874811.0,4.0,94.0,12.0,2001.0,0.0,3.0,420.0,5511085.0,16385896.0,318000000.0,420.0,1,1,11,untung
UD. Alma Sumringah,8769033.0,2.0,71.0,87.0,2007.0,1.0,0.0,786.0,8052890.0,16821923.0,474000000.0,786.0,1,1,11,untung
UD. Carissa Arsana Tomi,36806753.0,2.0,46.0,33.0,2014.0,1.0,2.0,205.0,6945979.0,43752732.0,237000000.0,205.0,0,1,1,untung
UD. Qayla Manggala,42632605.0,5.0,83.0,16.0,2023.0,1.0,2.0,138.0,669652.0,43302257.0,297000000.0,138.0,0,0,0,untung
UD. Aldo Terang,31395681.0,2.0,46.0,88.0,2019.0,0.0,4.0,761.0,1169247.0,32564928.0,402000000.0,761.0,0,0,0,untung
UD. Damaris Hilir,8560210.0,4.0,75.0,48.0,2004.0,0.0,4.0,204.0,817612.0,9377822.0,369000000.0,204.0,1,0,10,untung
UD. Celsi Darma,29504899.0,1.0,95.0,75.0,2020.0,0.0,4.0,854.0,5536624.0,35041523.0,510000000.0,854.0,0,1,1,untung
UD. Fauzan Karya,41614623.0,1.0,53.0,88.0,2014.4,1.0,4.0,93.0,1421680.0,43036303.0,423000000.0,93.0,0,0,0,untung
UD. Asep Lempung,-2778364.0,1.0,47.0,23.0,2001.0,1.0,1.0,341.0,3778873.0,1000509.0,210000000.0,341.0,1,0,10,rugi
UD. Zainab Alam Ujang,39841336.0,5.0,45.0,85.0,2003.0,0.0,4.0,66.0,5771263.0,45612599.0,390000000.0,66.0,1,1,11,untung
UD. Taufik Widhi Khayla,1101199.0,4.0,34.0,55.0,2011.0,1.0,4.0,192.0,8956631.0,10057830.0,267000000.0,192.0,1,1,11,untung
UD. Qyla Asmaralaya,43818697.0,1.0,55.0,44.0,2004.0,1.0,4.0,347.0,631613.0,44450310.0,297000000.0,347.0,1,0,10,untung
UD. Diyan Widuri,19529257.0,4.0,7.0,92.0,2005.0,0.0,2.0,653.0,9007575.0,28536832.0,297000000.0,653.0,1,1,11,untung
UD. Gani Mandala,35730963.0,5.0,9.0,95.0,2009.0,1.0,4.0,222.0,4703435.0,40434398.0,312000000.0,222.0,1,0,10,untung
UD. Qila Senja,41901232.0,1.0,64.0,35.0,2010.0,0.0,1.0,905.0,2369225.0,44270457.0,297000000.0,905.0,1,0,10,untung
UD. Santi Hilir,503466.0,1.0,71.0,42.0,2003.0,1.0,2.0,305.0,2452332.0,2955798.0,339000000.0,305.0,1,0,10,untung
UD. Dina Resaputra,9661627.0,1.0,46.0,32.0,2017.0,1.0,1.0,681.0,798713.0,10460340.0,234000000.0,681.0,0,0,0,untung
UD. Livia Tejakusuma,29283257.0,1.0,77.0,34.0,2002.0,1.0,3.0,724.0,6725373.0,36008630.0,333000000.0,724.0,1,1,11,untung
UD. Zidan Nusa,6537059.0,4.0,43.0,28.0,2015.0,1.0,4.0,249.0,9066372.0,15603431.0,213000000.0,249.0,0,1,1,untung
UD. Mila Swargaloka,8753444.0,4.0,31.0,87.0,2023.0,1.0,0.0,936.0,7103630.0,15857074.0,354000000.0,936.0,0,1,1,untung
UD. Gusti Widhi,13468413.0,5.0,78.0,67.0,2007.0,0.0,3.0,47.0,5825729.0,19294142.0,435000000.0,47.0,1,1,11,untung
UD. Vera Adhi,12670186.0,4.0,15.0,12.0,2017.0,1.0,0.0,675.0,3287636.0,15957822.0,81000000.0,675.0,0,0,0,untung
UD. Marsel Karya,10343051.0,1.0,32.0,77.0,2006.0,1.0,3.0,589.0,7507361.0,17850412.0,327000000.0,589.0,1,1,11,untung
UD. Nina Ayodya Tariq,40107928.0,1.0,25.0,85.0,2008.0,0.0,3.0,721.0,4080571.0,44188499.0,330000000.0,721.0,1,0,10,untung
UD. Khalid Kulon Erlin,32831318.0,5.0,49.0,29.0,2021.0,1.0,4.0,824.0,4734426.0,37565744.0,234000000.0,824.0,0,0,0,untung
UD. Salwa Adhi,26217181.0,2.0,85.0,65.0,2014.0,0.0,2.0,291.0,2796620.0,29013801.0,450000000.0,291.0,0,0,0,untung
UD. Nara Ranggalawe,13261175.0,5.0,21.0,52.0,2017.0,1.0,0.0,434.0,9403798.0,22664973.0,219000000.0,434.0,0,1,1,untung
UD. Gilang Widjaja,38004817.0,2.0,33.0,41.0,2016.0,0.0,1.0,444.0,4052770.0,42057587.0,222000000.0,444.0,0,0,0,untung
UD. Verdi Adikara,12772810.0,5.0,91.0,93.0,2013.0,1.0,2.0,687.0,2351637.0,15124447.0,552000000.0,687.0,0,0,0,untung
UD. Vidi Pamungkas,12535224.0,4.0,44.0,26.0,2012.0,0.0,1.0,794.0,6960848.0,19496072.0,210000000.0,794.0,1,1,11,untung
UD. Zidan Pramudita Abdi,39566022.0,4.0,19.0,66.0,2011.0,1.0,3.0,15.0,7073326.0,46639348.0,255000000.0,15.0,1,1,11,untung
UD. Laila Padi,31836472.0,5.0,6.0,25.0,2003.0,1.0,4.0,642.0,4702402.0,36538874.0,93000000.0,642.0,1,0,10,untung
UD. Elok Wirawati Ujang,45057327.0,2.0,79.0,60.0,2021.0,1.0,2.0,727.0,1935744.0,46993071.0,417000000.0,727.0,0,0,0,untung
UD. Yayan Surapati,37489744.0,2.0,62.0,42.0,2017.0,0.0,2.0,210.0,4829809.0,42319553.0,312000000.0,210.0,0,0,0,untung
UD. Pandu Berkarya,18233381.0,5.0,16.0,76.0,2003.0,0.0,3.0,322.0,1753518.0,19986899.0,276000000.0,322.0,1,0,10,untung
UD. Yayan Raharja Gilangga,23037527.0,2.0,54.0,92.0,2022.0,1.0,1.0,644.0,4784929.0,27822456.0,438000000.0,644.0,0,0,0,untung
UD. Dea Kusumajati,-8364438.0,2.0,90.0,23.0,2005.0,0.0,1.0,124.0,9509908.0,1145470.0,339000000.0,124.0,1,1,11,rugi
UD. Marwan Haji,42812845.0,4.0,78.0,84.0,2021.0,1.0,4.0,879.0,4576567.0,47389412.0,486000000.0,879.0,0,0,0,untung
UD. Nando Swargaloka,18005019.0,1.0,13.0,90.0,2021.0,1.0,1.0,780.0,4863359.0,22868378.0,309000000.0,780.0,0,0,0,untung
UD. Panji Sehat,17277535.0,2.0,15.0,10.0,2006.0,1.0,1.0,186.0,4328651.0,21606186.0,75000000.0,186.0,1,0,10,untung
UD. Zahira Prabawa,15163216.0,1.0,83.0,29.0,2010.0,1.0,2.0,906.0,8198692.0,23361908.0,336000000.0,906.0,1,1,11,untung
UD. Muthia Tirtaatmaja,43625048.0,1.0,76.0,2.0,2022.0,1.0,2.0,835.0,3526999.0,47152047.0,234000000.0,835.0,0,0,0,untung
UD. Fatimah Cahaya,-1639038.0,4.0,88.0,98.0,2011.0,1.0,0.0,971.0,7611798.0,5972760.0,558000000.0,971.0,1,1,11,rugi
UD. Tegar Prabawa,-1416891.0,2.0,34.0,73.0,2005.0,0.0,3.0,596.0,6269879.0,4852988.0,321000000.0,596.0,1,1,11,rugi
UD. Yumna Utama,2982750.0,2.0,14.0,86.0,2016.0,1.0,3.0,111.0,9649615.0,12632365.0,300000000.0,111.0,0,1,1,untung
UD. Erlangga Bersemi,15761382.0,4.0,56.0,98.0,2013.8,1.0,1.0,979.0,3207278.0,18968660.0,462000000.0,979.0,0,0,0,untung
UD. Dea Baskara Clarissa,11423482.0,2.0,69.0,7.0,2006.0,1.0,4.0,708.0,9874160.0,21297642.0,228000000.0,708.0,1,1,11,untung
UD. Naila Sangga,28891288.0,1.0,19.0,28.0,2001.0,0.0,4.0,95.0,6631218.0,35522506.0,141000000.0,95.0,1,1,11,untung
UD. Fahmi Wijaya,27063692.0,4.0,90.0,47.0,2020.0,1.0,2.2,816.0,5056941.0,32120633.0,411000000.0,816.0,0,0,0,untung
UD. Yolanda Swargaloka,1212844.0,2.0,55.0,36.0,2001.0,1.0,0.0,945.0,3030197.0,4243041.0,273000000.0,945.0,1,0,10,untung
UD. Bayu Pamungkas,45774755.0,4.0,49.0,25.0,2002.0,1.0,2.0,562.0,3437780.0,49212535.0,222000000.0,562.0,1,0,10,untung
UD. Zahira Kencana,17443056.0,2.6,87.0,11.0,2008.0,1.0,0.0,583.0,7403038.0,24846094.0,294000000.0,583.0,1,1,11,untung
UD. Rendi Jaya,41547942.0,2.0,94.0,18.0,2003.0,1.0,0.0,679.0,6430765.0,47978707.0,336000000.0,679.0,1,1,11,untung
UD. Adinda Sumirat,21551881.0,2.0,32.0,26.0,2000.0,1.0,1.0,146.0,4377130.0,25929011.0,174000000.0,146.0,1,0,10,untung
UD. Qira Madusari Fikra,10971041.0,5.0,78.0,52.0,2009.0,1.0,2.0,221.0,9290274.0,20261315.0,390000000.0,221.0,1,1,11,untung
UD. Hanafi Sahaja,13527056.0,1.0,27.0,20.0,2006.0,1.0,4.0,640.0,4313771.0,17840827.0,141000000.0,640.0,1,0,10,untung
UD. Nazar Cahaya Lina,13656749.0,5.0,11.0,27.0,2005.0,0.0,2.0,205.0,7081288.0,20738037.0,114000000.0,205.0,1,1,11,untung
UD. Yasir Langit Kirana,20710407.0,5.0,50.0,70.0,2018.0,1.0,4.0,688.0,2465939.0,23176346.0,360000000.0,688.0,0,0,0,untung
UD. Nina Bratadikara,28968100.0,1.0,11.0,57.0,2002.0,1.0,3.0,520.0,5246126.0,34214226.0,204000000.0,520.0,1,0,10,untung
UD. Leni Tirta,46405750.0,2.0,2.0,62.0,2011.0,0.0,3.0,596.0,2773731.0,49179481.0,192000000.0,596.0,1,0,10,untung
UD. Gilangga Sehat,3078728.0,1.0,71.0,74.0,2004.0,1.0,4.0,724.0,1442357.0,4521085.0,435000000.0,724.0,1,0,10,untung
UD. Zidan Harmoni,39167113.0,4.0,70.0,26.0,2011.0,0.0,0.0,245.0,9169979.0,48337092.0,288000000.0,245.0,1,1,11,untung
UD. Amir Tunggal,47942499.0,1.0,76.0,77.0,2018.0,0.0,2.0,673.0,1627830.0,49570329.0,459000000.0,673.0,0,0,0,untung
UD. Cici Nusa,18537052.0,4.0,79.0,69.0,2013.0,0.0,1.0,401.0,6302016.0,24839068.0,444000000.0,401.0,0,1,1,untung
UD. Fajar Artha,19099894.0,1.0,2.0,99.0,2023.0,0.0,2.0,183.0,7869807.0,26969701.0,303000000.0,183.0,0,1,1,untung
UD. Wira Trisula,43481075.0,4.0,59.0,48.0,2024.0,0.0,2.0,894.0,5461523.0,48942598.0,321000000.0,894.0,0,1,1,untung
UD. Zain Persada,42456210.0,5.0,65.0,70.0,2013.0,0.0,1.0,743.0,4448661.0,46904871.0,405000000.0,743.0,0,0,0,untung
UD. Vincent Arsana,29105734.0,4.0,53.0,43.0,2010.0,1.0,0.0,947.0,6220433.0,35326167.0,288000000.0,947.0,1,1,11,untung
UD. Opik Pamungkas,19240098.0,4.0,31.0,98.0,2003.0,1.0,1.0,301.0,3407599.0,22647697.0,387000000.0,301.0,1,0,10,untung
UD. Indira Gandewa,16042480.0,5.0,71.0,57.0,2002.0,1.0,2.0,867.0,2036156.0,18078636.0,384000000.0,867.0,1,0,10,untung
UD. Vino Saputra,32319237.0,4.0,90.0,40.0,2023.0,1.0,1.0,910.0,8740077.0,41059314.0,390000000.0,910.0,0,1,1,untung
UD. Mirna Saputranegara,29457928.0,2.0,96.0,8.0,2017.0,0.0,0.0,232.0,6162404.0,35620332.0,312000000.0,232.0,0,1,1,untung
UD. Juni Madani Abel,6096696.0,5.0,86.0,78.0,2014.0,1.0,3.0,139.0,6970308.0,13067004.0,492000000.0,139.0,0,1,1,untung
UD. Baim Wicaksana Halim,24123501.0,2.0,70.0,67.0,2013.0,0.0,3.0,934.0,6176104.0,30299605.0,411000000.0,934.0,0,1,1,untung
UD. Yusuf Nirwasita,5934285.0,5.0,28.0,41.0,2004.0,1.0,3.0,347.0,5820485.0,11754770.0,207000000.0,347.0,1,1,11,untung
UD. Kiki Ananta,11568713.0,4.0,66.0,95.0,2008.0,0.0,2.0,979.0,575444.0,12144157.0,483000000.0,979.0,1,0,10,untung
UD. Fikri Citra,15303408.0,5.0,97.0,56.0,2016.0,1.0,1.0,791.0,2215276.0,17518684.0,459000000.0,791.0,0,0,0,untung
UD. Elva Wijaya,26356694.0,4.0,16.0,72.0,2008.0,1.0,3.0,821.0,6396739.0,32753433.0,264000000.0,821.0,1,1,11,untung
UD. Kirana Mega Opik,11007480.0,5.0,14.0,12.0,2017.0,1.0,2.0,341.0,5639141.0,16646621.0,78000000.0,341.0,0,1,1,untung
UD. Mira Senopati,31958240.0,5.0,83.0,77.0,2000.0,1.0,4.0,324.0,642641.0,32600881.0,480000000.0,324.0,1,0,10,untung
UD. Yoga Sarwono,12117136.0,2.0,35.0,46.4,2001.0,1.0,3.0,629.0,6872029.0,18989165.0,384000000.0,812.0,1,1,11,untung
UD. Omar Wetan Santi,913205.0,2.0,56.0,64.0,2005.0,0.0,3.0,580.0,8257724.0,9170929.0,360000000.0,580.0,1,1,11,untung
UD. Yasir Cinta,18067989.0,2.0,21.0,48.0,2018.0,1.0,4.0,132.0,7465795.0,25533784.0,207000000.0,132.0,0,1,1,untung
UD. Ziva Elok,41700561.0,2.0,39.0,70.0,2007.0,1.0,4.0,328.0,4999300.0,46699861.0,327000000.0,328.0,1,0,10,untung
UD. Nina Baru,25772090.0,2.0,66.0,27.0,2004.0,0.0,4.0,426.0,6298025.0,32070115.0,279000000.0,426.0,1,1,11,untung
UD. Pasha Wisesa Baim,31987861.0,1.0,69.0,75.0,2011.0,0.0,3.0,861.0,6473844.0,38461705.0,432000000.0,861.0,1,1,11,untung
UD. Tama Santosa Owen,606273.0,2.0,65.0,56.0,2020.0,1.0,2.0,485.0,4693234.0,5299507.0,363000000.0,485.0,0,0,0,untung
UD. Priska Trijaya,26318850.0,4.0,73.0,42.0,2018.0,0.0,1.0,568.0,4013253.0,30332103.0,345000000.0,568.0,0,0,0,untung
UD. Utami Karya Naila,21146425.0,2.0,82.0,97.0,2002.0,0.0,4.0,146.0,1049936.0,29483913.8,537000000.0,146.0,1,0,10,untung
UD. Anisa Madusari,33947315.0,5.0,76.0,36.0,2005.0,1.0,4.0,803.0,5020324.0,38967639.0,336000000.0,803.0,1,0,10,untung
UD. Diyan Cendana,18651787.0,5.0,37.0,81.0,2016.0,1.0,1.0,136.0,9703888.0,28355675.0,354000000.0,136.0,0,1,1,untung
UD. Jasmin Jaya,45005007.0,2.0,30.0,23.0,2012.0,1.0,2.0,915.0,3274639.0,48279646.0,159000000.0,915.0,1,0,10,untung
